price,category,product,isActive
3.49,mercearia,Macarrão Instantâneo Nissin Cup Noodles Carne Defumada 69g,TRUE
2.97,mercearia,Biscoito Nestlé Nesfit Aveia e Mel 200g,TRUE
5.99,mercearia,Damasco Seco Turco 150g,TRUE
2.89,mercearia,Biscoito Marilan Pit Stop Pão na Chapa 162g,TRUE
2.19,mercearia,Crocantíssimo Nutrella Churrasco 40g,TRUE
4.49,mercearia,Tapioca Goma Rocha Hidratada 500g,TRUE
5.47,mercearia,Biscoito de Arroz Camil Integral Sem Glúten 150g,TRUE
4.15,mercearia,Polvilho Doce Machado 500g,TRUE
0.97,mercearia,Gelatina Royal Limão 25g,TRUE
16.97,mercearia,Azeite de Oliva Italiano Oleificio del Golfo Extra Virgem 500mL,TRUE
0.87,mercearia,Macarrão Instantâneo Isabela Galinha Caipira 85g,TRUE
4.97,mercearia,Molho Branco Elegê 200g,TRUE
4.99,mercearia,Creme de Cebola Maggi 68g,TRUE
2.75,mercearia,Sardinha Pescador Óleo 125g,TRUE
2.39,mercearia,Pó para Pudim Dr. Oetker Chocolate 50g,TRUE
5.97,mercearia,Salgadinho Elma Chips Fandangos Queijo 164g,TRUE
1.15,mercearia,Refresco em Pó Clight Cranberry 8g,TRUE
9.98,mercearia,Feijão Carioca Urbano Tipo 1 1kg,TRUE
3.98,mercearia,Biscoito Bauducco Amanteigado Leite 335g,TRUE
20.97,mercearia,Azeite de Oliva Português Gallo Extra Virgem 500mL,TRUE
5.49,mercearia,Biscoito Bauducco Aveia e Passas 140g,TRUE
4.89,mercearia,Leite Condensado Tirol Zero Lactose 395g,TRUE
15.49,mercearia,Ovo de Codorna em Conserva Hemmer 300g,TRUE
3.98,mercearia,Biscoito Bauducco Amanteigado Banana com Canela 375g,TRUE
9.47,mercearia,Achocolatado Pepsico Toddy 800g,TRUE
5.97,mercearia,Biscoito Vitao Cookies Integrais Cacau 200g,TRUE
4.67,mercearia,Chocolate Nestlé Suflair Ao Leite 110g,TRUE
6.25,mercearia,Barra de Castanhas Agtal Mixed Nuts Nozes & Canela c/2 60g,TRUE
28.97,mercearia,"Óleo de Coco Copra Extravirgem Acidez 0,3% Orgânico 500mL",TRUE
1.75,mercearia,Biscoito Nestlé Recheado Bono Morango 140g,TRUE
0.99,mercearia,Bebida Láctea Pirakids Chocolate 200mL,TRUE
3.69,mercearia,Biscoito tipo Torrada Marilan Magic Toast Tradicional 150g,TRUE
2.97,mercearia,Biscoito Nestlé Nesfit Coco 200g,TRUE
7.99,mercearia,Amendoim Dori Japonês 500g,TRUE
2.99,mercearia,Batata Palha Ki Fritas Tradicional 80g,TRUE
2.15,mercearia,Ervilha em Conserva Fugini Sachê 200g,TRUE
12.98,mercearia,"Chá Twinings Camomila, Mel e Baunilha c/10 saquinhos 15g",TRUE
2.99,mercearia,"Biscoito Nestlé Nesfit Banana, Aveia e Canela 200g",TRUE
7.99,mercearia,Aveia Da Magrinha Flocos Finos 500g,TRUE
4.29,mercearia,Açúcar Cristal Caravelas Natural 1kg,TRUE
02.09,mercearia,Macarrão Instantâneo Nissin Miojo Talharim Bolonhesa 99g,TRUE
2.59,mercearia,Barra de Cereal Ritter Morango com Chocolate C/3,TRUE
2.29,mercearia,Torrada Bauducco Tradicional 142g,TRUE
7.78,mercearia,Óleo de Canola Salada 900mL,TRUE
2.65,mercearia,Fermento Dr. Oetker Químico 100g,TRUE
2.75,mercearia,Sardinha Pescador Tomate Temperado 125g,TRUE
3.27,mercearia,Tempero Ajinomoto Sazon Carnes 60g,TRUE
2.75,mercearia,Batata Palha Yoki Tradicional 80g,TRUE
4.15,mercearia,Aveia Nestlé Nesfit Flocos 170g,TRUE
6.25,mercearia,Barra de Castanhas Agtal Mixed Nuts Sementes c/2 60g,TRUE
3.27,mercearia,Mostarda Hemmer Amarela 200g,TRUE
3.27,mercearia,Tempero Ajinomoto Sazon Feijão 60g,TRUE
6.35,mercearia,Óleo de Girassol Liza 900mL,TRUE
5.29,mercearia,Biscoito Isabela Cracker Gergelim 400g,TRUE
4.69,mercearia,Atum Gomes da Costa Ralado Light 170g,TRUE
4.97,mercearia,Ameixa Preta Seca Sem Caroço 200g,TRUE
2.17,mercearia,Macarrão com Ovos Orquídea Espaguete 500g,TRUE
1.97,mercearia,Biscoito Bauducco Wafer (Waffer) Maxi Chocolate 117g,TRUE
3.37,mercearia,Chocolate Garoto Crocante 100g,TRUE
1.97,mercearia,Biscoito Isabela Tortinhas Chocolate Branco 160g,TRUE
0.79,mercearia,Macarrão Instantâneo Maggi Carne 85g,TRUE
3.27,mercearia,Tempero Ajinomoto Sazon Frango 60g,TRUE
3.29,mercearia,Tempero Maggi Meu Segredo 49g,TRUE
2.17,mercearia,Biscoito Isabela Palito 70g,TRUE
3.45,mercearia,Adoçante Magro Líquido 100mL,TRUE
3.29,mercearia,Biscoito Bauducco Cream Cracker Integral 200g,TRUE
8.49,mercearia,Macarrão Grano Duro Italiano Barilla Spaghetti nº5 500g,TRUE
7.99,mercearia,Atum Pescador Sólido em Água 170g,TRUE
6.49,mercearia,Batata Frita Elma Chips Lay's Creme de Cebola 96g,TRUE
12.98,mercearia,Mel Pros-Apis 260g Silvestre Bisnaga,TRUE
4.98,mercearia,Biscoito Zezé Bolo de Mel 300g,TRUE
7.19,mercearia,Biscoito Zezé Folhado Salgado 300g,TRUE
2.15,mercearia,Caldo Knorr Balance Galinha 57g,TRUE
14.89,mercearia,Arroz Parboilizado Kiarroz 5kg,TRUE
23.79,mercearia,Arroz Branco Tio João 5kg,TRUE
1.49,mercearia,Sal Zizo Grosso 1kg,TRUE
3.59,mercearia,Macarrão Integral Galo Parafuso 500g,TRUE
20.97,mercearia,Mel Pro-Apis 500g Silvestre Pote,TRUE
2.39,mercearia,Arroz Parboilizado D'Avó 1kg,TRUE
19.87,mercearia,Cápsula de Café Nescafé Dolce Gusto Café Au Lait 160g C/16,TRUE
10.97,mercearia,Maionese Hellmann's Sachê 700g,TRUE
4.47,mercearia,Chocolate Lacta Shot 90g,TRUE
3.29,mercearia,Chá Leão Capim-Cidreira c/10 saquinhos 10g,TRUE
3.48,mercearia,Farinha de Trigo Nita 1kg,TRUE
2.68,mercearia,Gelatina Dr. Oetker Diet Limão 12g,TRUE
2.49,mercearia,Biscoito Nestlé Cookies Nesfit Banana 60g,TRUE
3.49,mercearia,Farinha de Mandioca (Aipim) Rocha 1kg,TRUE
3.39,mercearia,Macarrão com Ovos Renata Espaguete 500g,TRUE
5.45,mercearia,Tempero Arisco Sem Pimenta 300g,TRUE
2.98,mercearia,Macarrão Sêmola Galo Mini Pena 500g,TRUE
2.49,mercearia,Salgadinho eQlibri Panetini Tomate Temperado 40g,TRUE
4.99,mercearia,Achocolatado Nestlé Nescau 2.0 200g,TRUE
0.87,mercearia,Macarrão Instantâneo Isabela Carne 85g,TRUE
5.87,mercearia,Doce de Frutas Ritter Goiaba 400g,TRUE
1.49,mercearia,Biscoito Isabela Wafer (Waffer) Limão 145g,TRUE
1.49,mercearia,Biscoito Isabela Wafer (Waffer) Morango 145g,TRUE
9.75,mercearia,Macarrão Grano Duro Italiano Barilla Farfalle 500g,TRUE
2.97,mercearia,Biscoito Nestlé Nesfit Laranja e Cenoura 200g,TRUE
3.67,mercearia,"Chocolate Lacta Bis Oreo 100,8g",TRUE
5.97,mercearia,Tempero Knorr Meu Frango Assado Alho e Cebola 25g,TRUE
3.89,mercearia,Vinagre Rosani Maçã 500mL,TRUE
5.97,mercearia,Salgadinho Elma Chips Cheetos Requeijão Onda 150g,TRUE
3.97,mercearia,Bala Arcor Butter Toffees Chocolate 130g,TRUE
15.75,mercearia,Leite em Pó Nestlé Molico Desnatado 280g,TRUE
8.49,mercearia,Macarrão Grano Duro Italiano Barilla Bavette nº13 500g,TRUE
3.27,mercearia,Tempero Ajinomoto Sazon Arroz 60g,TRUE
19.98,mercearia,Azeite de Oliva Espanhol Carbonell Extra Virgem 500mL,TRUE
2.68,mercearia,Gelatina Dr. Oetker Diet Morango 12g,TRUE
2.39,mercearia,Pó para Pudim Lowçúcar Zero Morango 25g,TRUE
6.75,mercearia,Chá Dr. Oetker Aromas & Frutas Bosque c/10 saquinhos 10g,TRUE
3.98,mercearia,Batata Palha Mister Poteitos Light Premium 80g,TRUE
4.69,mercearia,Atum Gomes da Costa Ralado Defumado 170g,TRUE
2.49,mercearia,Açafrão Terra Chelli Envelope 15g,TRUE
3.29,mercearia,Chá Leão Hortelã c/10 saquinhos 10g,TRUE
5.99,mercearia,Batata Frita Elma Chips Ruffles Original 96g,TRUE
5.99,mercearia,Purê de Frutas Pic-Me Banana e Maçã 100g,TRUE
5.29,mercearia,Tomate Pelado Uniagro 400g,TRUE
3.98,mercearia,Macarrão com Ovos Isabela Cabelo de Anjo 500g,TRUE
12.49,mercearia,Farinha de Trigo Orquídea 5kg,TRUE
2.29,mercearia,Chá Prenda Cidreira c/10 saquinhos 10g,TRUE
22.97,mercearia,Cereal Matinal Kellogg's Sucrilhos Original 730g,TRUE
4.19,mercearia,Biscoito Zezé Fura Bolo Baunilha 180g,TRUE
2.25,mercearia,Gelatina Royal Zero Framboesa 12g,TRUE
1.98,mercearia,Batata Frita Slice Ondulada 45g,TRUE
1.98,mercearia,Batata Frita Slice Picanha 45g,TRUE
6.25,mercearia,Barra de Nuts Agtal Original 60g C/2,TRUE
6.25,mercearia,Barra de Nuts Agtal Coco com Amêndoas 60g C/2,TRUE
13.98,mercearia,Molho de Tomate Agreco Orgânico Tradicional 325g,TRUE
2.17,mercearia,Macarrão com Ovos Orquídea Parafuso 500g,TRUE
1.89,mercearia,Milho Para Pipoca Fonte Nova 400g,TRUE
1.97,mercearia,Torrada Visconti Tradicional 120g,TRUE
9.75,mercearia,Macarrão Grano Duro Italiano Barilla Penne Rigate 500g,TRUE
6.47,mercearia,Pêssego Em Calda Schramm 450g Especial Metade,TRUE
3.99,mercearia,Arroz Parboilizado Tio João 1kg,TRUE
9.48,mercearia,Geleia Vega Morango 420g,TRUE
6.68,mercearia,Óleo de Milho Salada 900mL,TRUE
5.79,mercearia,Feijão Carioca Rio Belo Tipo 2 1kg,TRUE
0.79,mercearia,Gelatina Dr. Oetker Tutti-Frutti 20g,TRUE
11.29,mercearia,Açúcar Duçula 5kg,TRUE
2.25,mercearia,Gelatina Royal Zero Uva 12g,TRUE
3.89,mercearia,Chá Prenda Verde c/10 saquinhos 18g,TRUE
2.99,mercearia,Biscoito Nestlé Wafer (Waffer) Prestígio 110g,TRUE
5.97,mercearia,Cogumelo em Conserva Hemmer Inteiro Sachê 100g,TRUE
7.97,mercearia,Café Damasco Extra Forte 500g,TRUE
2.98,mercearia,Macarrão Sêmola Galo Espaguetone 500g,TRUE
2.97,mercearia,Biscoito Club Social Integral 5 Cereais 144g,TRUE
2.47,mercearia,Biscoito BelVita Ao Leite com Grãos de Aveia 75g,TRUE
1.99,mercearia,Wafer Montevérgine Tub-In Brigadeiro 48g,TRUE
1.97,mercearia,Biscoito Isabela Tortinhas Chocolate com Avelã 160g,TRUE
2.68,mercearia,Gelatina Dr. Oetker Diet Cereja 12g,TRUE
1.79,mercearia,Polenta Sinhá 500g,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Miojo Lámen Carne/Tomate 85g,TRUE
2.97,mercearia,Maionese Soya 500g,TRUE
4.45,mercearia,Alho Chelli 145g,TRUE
4.49,mercearia,Vinagre Heinig Maçã 750mL,TRUE
10.97,mercearia,Molho Shoyu Sakura Aji-No-Shoyu 500mL,TRUE
2.75,mercearia,Milho Para Pipoca Yoki 500g,TRUE
2.68,mercearia,Gelatina Dr. Oetker Diet Abacaxi 12g,TRUE
4.67,mercearia,Chocolate Nestlé Classic Duo 100g,TRUE
9.99,mercearia,Salgadinho Elma Chips Doritos Queijo Nacho 167g,TRUE
2.67,mercearia,Extrato de Tomate Salsaretti 330g,TRUE
6.89,mercearia,Lentilha Yoki 500g,TRUE
5.29,mercearia,Biscoito Nestlé Calipso Coberto com Chocolate 130g,TRUE
8.79,mercearia,Chá Leão Fuze Maçã com Canela C/15 saquinhos 30g,TRUE
5.29,mercearia,Bebida Láctea (Achocolatado) Tirol 1L,TRUE
5.69,mercearia,Biscoito Zezé Folhado Doce 300g,TRUE
2.75,mercearia,Sopa Vono Mandioquinha com Cebola e Salsa 17g,TRUE
2.49,mercearia,"Chocolate Nestlé Kit Kat Dark 41,5g",TRUE
4.15,mercearia,Aveia Nestlé Nesfit Flocos Finos 170g,TRUE
2.69,mercearia,Bebida Lactea Chocoleite Vidro 208mL,TRUE
4.29,mercearia,Polpa de Tomate Pomodoro Tetra Pack 520g,TRUE
13.97,mercearia,Chocolate Espirito Cacau 70% Cacau 100g,TRUE
4.89,mercearia,Gelatina Dr. Oetker Sem Sabor Branca 24g,TRUE
4.69,mercearia,Atum Gomes da Costa Ralado Molho de Tomate 170g,TRUE
1.97,mercearia,Confeito Dori Gomets 100g,TRUE
1.97,mercearia,Biscoito Isabela Mousse Chocolate 150g,TRUE
5.97,mercearia,Maionese Hellmann's Squeeze 335g,TRUE
10.98,mercearia,Amendoim Santa Helena Japonês Mendorato 400g,TRUE
4.19,mercearia,Arroz Integral Kintegral Saquinhos 1kg,TRUE
45.90,mercearia,Fórmula Infantil Danone Aptamil 2 800g,TRUE
10.98,mercearia,Paçoca Paçoquita Diet Retangular 176g,TRUE
1.79,mercearia,Macarrão Sêmola Diana Penne 500g,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Miojo Lámen Frango Assado c/ Limão 85g,TRUE
21.98,mercearia,"Azeite de Oliva Grego Delfos Extra Virgem Acidez 0,5% 500mL",TRUE
2.59,mercearia,Barra de Cereal Ritter Brownie C/3,TRUE
2.19,mercearia,Crocantíssimo Nutrella 45g Queijo / Cebola,TRUE
8.98,mercearia,Amendoim Dori Pettiz Natural Crocante 500g,TRUE
13.47,mercearia,Leite em Pó Nestlé Ninho Levinho Semi Desnatado 400g,TRUE
4.49,mercearia,Alfarroba Carob House 30g Banana,TRUE
2.68,mercearia,Gelatina Dr. Oetker Diet Uva 12g,TRUE
7.25,mercearia,Aroma Dr. Oetker Baunilha 30mL,TRUE
2.99,mercearia,Leite Uht Parmalat 1lt Sem.desnatado Pet,TRUE
5.97,mercearia,Arroz Parboilizado Fazenda Orgânico 1kg,TRUE
4.97,mercearia,Ameixa Preta Feliz 150g S/ Caroco,TRUE
6.97,mercearia,Chocolate Kinder Bueno Ao Leite 43g,TRUE
2.99,mercearia,Pão de Mel Barion 90g,TRUE
5.45,mercearia,Tempero Arisco Alho e Sal 300g,TRUE
4.69,mercearia,Salgadinho Mãe Terra Tribos Tomate e Manjericão Orgânico 50g,TRUE
02.09,mercearia,Macarrão Instantâneo Nissin Miojo Talharim Queijo Parmesão e Creme de Leite 99g,TRUE
9.97,mercearia,Chocolate em Pó Dr. Oetker 70% Cacau 200g,TRUE
3.49,mercearia,Arroz Integral Rampinelli 1kg,TRUE
6.57,mercearia,Mistura para Bolo Fleischmann Chocolate 450g,TRUE
15.98,mercearia,Geleia Ritter Diet Morango 260g,TRUE
1.87,mercearia,Cheiro Verde Chelli Envelope 5g,TRUE
14.98,mercearia,Arroz Arbório Urbano 1kg,TRUE
4.69,mercearia,Arroz Integral Urbano 1kg,TRUE
9.77,mercearia,Creme de Avelã Nutella 140g,TRUE
3.49,mercearia,Biscoito Zezé Mignon 200g,TRUE
9.25,mercearia,Granola Da Magrinha Sem Açúcar 250g,TRUE
2.99,mercearia,Biscoito Nestlé Nesfit Original 126g,TRUE
4.49,mercearia,Biscoito Oreo Original 144g,TRUE
2.99,mercearia,Biscoito Nestlé Nesfit Original 126g,TRUE
4.49,mercearia,Biscoito Oreo Original 144g,TRUE
4.69,mercearia,Arroz Integral Urbano 1kg,TRUE
9.77,mercearia,Creme de Avelã Nutella 140g,TRUE
3.49,mercearia,Biscoito Zezé Mignon 200g,TRUE
4.49,mercearia,Batata Frita Elma Chips Ruffles Original 57g,TRUE
14.98,mercearia,Sal Rosa Do Himalaia Collecta Fino 1kg,TRUE
6.49,mercearia,Batata Frita Elma Chips Lay's Salt & Vinegar (Sal & Vinagre) 86g,TRUE
2.69,mercearia,Biscoito Oreo Golden 90g,TRUE
1.75,mercearia,Bebida Láctea (Achocolatado) Piracanjuba Chocolate Sem Lactose 200mL,TRUE
7.49,mercearia,Chocolate Hershey's Special Dark 60% CacauTradicional 100g,TRUE
8.98,mercearia,Amendoim Dori Pettiz Cebola e Salsa 500g,TRUE
3.97,mercearia,Bala Arcor Butter Toffees Leite 130g,TRUE
1.79,mercearia,Chocolate Peccin Trento Dark 55% Cacau 32g,TRUE
4.59,mercearia,Atum 88 Ralado Natural 170g,TRUE
11.79,mercearia,Adoçante Zero Cal Sucralose Líquido 100mL,TRUE
1.97,mercearia,Biscoito Isabela Mousse Chocolate Meio Amargo 150g,TRUE
6.48,mercearia,Chocolate Kinder Ao Leite 50g,TRUE
25.40,mercearia,Farinha Láctea Nestlé Sachê 600g,TRUE
2.77,mercearia,Leite Condensado Tirol Abre Fácil 395g,TRUE
3.77,mercearia,Açúcar Cristal Da Barra Demerara 1Kg,TRUE
5.29,mercearia,Orégano Chelli 50g,TRUE
3.78,mercearia,Biscoito Parati Hot Cracker de Pizza 150g,TRUE
3.37,mercearia,Chocolate Garoto Meio Amargo 100g,TRUE
6.97,mercearia,Atum Gomes da Costa Sólido Em Óleo 170g,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Yakissoba Tradicional 87g,TRUE
9.75,mercearia,Macarrão Grano Duro Italiano Barilla Mini Penne Rigate 500g,TRUE
3.99,mercearia,Trigo para Kibe Yoki 500g,TRUE
2.59,mercearia,Barra de Cereal Ritter Cappuccino 75g C/3,TRUE
7.89,mercearia,Amido de Milho (Maisena) Maizena 500g,TRUE
5.89,mercearia,Torrada Wickbold Canela e Passas 140g,TRUE
6.99,mercearia,Fermento Royal 250g,TRUE
2.99,mercearia,Leite Parmalat Integral Max Multi Nutri 1L,TRUE
6.98,mercearia,Biscoito BelVita Mel & Cacau 225g,TRUE
2.97,mercearia,Biscoito Bauducco Cereale Maçã & Uva Passa com Leite 141g,TRUE
2.98,mercearia,Macarrão com Ovos Orquídea Caseiro 500g,TRUE
2.97,mercearia,"Biscoito Bauducco Cereale Cacau, Aveia e Mel 170g",TRUE
8.97,mercearia,Chocolate Neugebauer Intense 90g,TRUE
11.98,mercearia,Creme de Avelã Italiano Nutkao 400g,TRUE
9.98,mercearia,Noz Sem Casca 100g,TRUE
1.77,mercearia,Biscoito Nestlé Cookie Negresco 60g,TRUE
3.49,mercearia,Bala Florestal Brazilian Coffee 120g,TRUE
1.39,mercearia,Salgadinho Bilu Big Pizza 40g,TRUE
6.97,mercearia,Farelo de Aveia Jasmini 200g,TRUE
2.79,mercearia,Pó para Pudim Royal Zero Baunilha 25g,TRUE
2.15,mercearia,Alecrim Chelli Envelope 5g,TRUE
4.49,mercearia,Molho Branco Predilecta Branco Sachê 240g,TRUE
5.77,mercearia,Biscoito Isabela Pic Nic 400g,TRUE
2.99,mercearia,Salgadinho eQlibri com Tapioca Queijo Branco com Orégano 45g,TRUE
0.79,mercearia,Gelatina Dr. Oetker Uva 20g,TRUE
8.59,mercearia,Polvilho Azedo Machado 1kg,TRUE
4.19,mercearia,Canela em Pó Kitano 50g,TRUE
1.49,mercearia,Biscoito Isabela Wafer (Waffer) Chocolate Branco 145g,TRUE
19.97,mercearia,Palmito em Conserva Hemmer Pupunha 300g,TRUE
4.97,mercearia,Uva Passa Escura Feliz Sem Semente 150g,TRUE
17.79,mercearia,Molho Shoyu Sakura Light 500mL,TRUE
2.29,mercearia,Páprica Picante Chelli Envelope 15g,TRUE
1.19,mercearia,Fermento Dr. Oetker Instantâneo 10g,TRUE
1.98,mercearia,Caldo Knorr Carne 57g,TRUE
6.97,mercearia,Arroz Integral Raris 7 Grãos 500g,TRUE
14.49,mercearia,Erva Mate Tertúlia 1kg,TRUE
2.29,mercearia,Chá Prenda Hortelã c/10 saquinhos 12g,TRUE
2.45,mercearia,Açúcar Cristal União Cristalçúcar 1kg,TRUE
2.89,mercearia,Biscoito Marilan Pit Stop Original 162g,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Miojo Lámen Turma da Mônica Caldinho de Feijão Suave 85g,TRUE
1.97,mercearia,Torrada Visconti Integral 120g,TRUE
2.89,mercearia,Molho de Pimenta Hemmer 150mL,TRUE
4.98,mercearia,Biscoito Zezé Palito de Chocolate 300g,TRUE
2.98,mercearia,Macarrão Sêmola Galo Espaguete Linguine 500g,TRUE
3.57,mercearia,Pipoca para Microondas Yoki Cobertura Caramelo 160g,TRUE
1.75,mercearia,Pipoca Salgada Bilu Manteiga 40g,TRUE
6.25,mercearia,Barra de Nuts Agtal Cranberry 60g C/2,TRUE
4.48,mercearia,Farinha de Arroz Rosovita Sem Glúten 1kg,TRUE
3.27,mercearia,Tempero Ajinomoto Sazon Limão 60g,TRUE
16.97,mercearia,Óleo de Coco Copra Virgem 200mL,TRUE
2.97,mercearia,Biscoito Bauducco Cereale Damasco & Laranja com Cacau 147g,TRUE
4.99,mercearia,Salgadinho Bilu Biluzitos Bacon 210g,TRUE
6.49,mercearia,Adoçante Adocyl com Stevia Líquido 80mL,TRUE
3.39,mercearia,Adoçante Adocyl Líquido 100mL,TRUE
5.68,mercearia,Biscoito Isabela Cracker Manteiga 400g,TRUE
1.15,mercearia,Tapioca Rocha Goma Hidratada Porção Certa 70g,TRUE
5.98,mercearia,Biscoito Da Magrinha Cookie Castanha do Pará Integral 150g,TRUE
19.87,mercearia,Cápsula de Café Nescafé Dolce Gusto Espresso 96g C/16,TRUE
2.79,mercearia,Adoçante União Sachê 75g,TRUE
4.29,mercearia,Chá Prenda Maçã com Canela c/10 saquinhos 20g,TRUE
7.45,mercearia,Ketchup (Catchup) Arisco Tradicional 390g,TRUE
3.49,mercearia,Macarrão Instantâneo Nissin Cup Noodles Costela com Molho de Churrasco 68g,TRUE
2.47,mercearia,Chá Prenda Camomila c/10 saquinhos 10g,TRUE
7.49,mercearia,Amendoim DaColônia Torrado 500g,TRUE
2.97,mercearia,Biscoito Sou Sweet Zero Açúcar Frutas Vermelhas 90g,TRUE
5.97,mercearia,Salgadinho Elma Chips Cheetos Parmesão Lua 140g,TRUE
2.99,mercearia,Azeitona Verde Uniagro Recheada com Pimentão Sachê Doy Pack 100g,TRUE
1.77,mercearia,"Goma de Mascar Mentos Pure Fresh Mint 8,5g",TRUE
4.29,mercearia,Grão de Bico em Conserva Bonduelle 200g,TRUE
7.47,mercearia,Café Bom Jesus Extra Forte 500g,TRUE
2.97,mercearia,Snack Remix Frutas Vermelhas Berry 25g,TRUE
3.97,mercearia,Café Nescafé Solúvel Matinal Sachê 50g,TRUE
4.47,mercearia,Chocolate Lacta Bubbly Duo (Branco e Ao Leite) 110g,TRUE
4.89,mercearia,Papinha Nestlé Etapa 2 (a partir do 6o mês) Maçã e Banana 120g,TRUE
2.69,mercearia,Legumes em Conserva Oderich Jardineira (4 Legumes) 200g,TRUE
9.69,mercearia,Noz Feliz sem Casca 80g,TRUE
4.49,mercearia,Maionese Liza Light 500g,TRUE
2.29,mercearia,Macarrão Sêmola Isabela Bom Gosto Pena 500g,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Miojo Lámen Hot Calabresa 85g,TRUE
2.89,mercearia,Mostarda Oderich Tradicional 190g,TRUE
3.97,mercearia,Doce de Leite Néctar Cremoso 400g,TRUE
6.75,mercearia,Chá Dr. Oetker Aromas & Frutas Morango Silvestre c/10 saquinhos 10g,TRUE
32.90,mercearia,Bombom Lacta Ouro Branco Pacote 1kg,TRUE
3.47,mercearia,Chocolate Neugebauer Meio Amargo 100g,TRUE
1.15,mercearia,Biscoito Visconti Recheado Chocolate 125g,TRUE
2.99,mercearia,Leite Uht Parmalat 1l Desnatado Pet,TRUE
0.99,mercearia,Extrato de Tomate Primor Sachê 190g,TRUE
5.97,mercearia,Ervilha Partida Fonte Nova 500g,TRUE
6.75,mercearia,Chá Dr. Oetker Aromas & Frutas Maçã e Canela c/10 saquinhos 10g,TRUE
15.70,mercearia,Erva Mate Tertúlia Alto Vácuo 1kg,TRUE
1.47,mercearia,Macarrão Instantâneo Nissin Miojo Lámen Legumes 85g,TRUE
3.59,mercearia,Macarrão Sêmola Galo Ninho nº2 500g,TRUE
2.39,mercearia,Colorau Chelli 100g,TRUE
3.97,mercearia,Aveia Quaker Flocos Regular 200g,TRUE
7.49,mercearia,Alho Free Embalagem 200g,TRUE
3.29,mercearia,Coco Ralado Menina Úmido e Adoçado 100g,TRUE
0.79,mercearia,Macarrão Instantâneo Maggi Galinha Caipira 85g,TRUE
5.47,mercearia,Bebida Láctea Toddynho Levinho 200mL c/3,TRUE
12.98,mercearia,Chá Twinings Limão e Framboesa c/ 10 Saquinhos 15g,TRUE
3.98,mercearia,Biscoito Jasmine Avelã e Chocolate Light 150g,TRUE
9.98,mercearia,Biscoito Sobela Caseiro Pão de Mel com Chocolate 500g,TRUE
9.98,mercearia,"Azeite de Oliva Espanhol Rafael Salgado Extra Virgem Acidez 0,3% 250mL",TRUE
23.47,mercearia,Azeite de Oliva Italiano De Cecco Extra Virgem 500mL,TRUE
18.49,mercearia,Creme de Avelã Linea Zero Açúcar 150g,TRUE
4.67,mercearia,Chocolate Nestlé Alpino Black 100g,TRUE
5.97,mercearia,Cogumelo em Conserva Hemmer Fatiado Sachê 100g,TRUE
1.59,mercearia,Salgadinho Bilu Pic Premium Picanha 50g,TRUE
8.97,mercearia,Café Melitta Regiões do Brasil Sul de Minas 250g,TRUE
8.19,mercearia,Passata de Tomate Uniagro 680g,TRUE
8.29,mercearia,Cereal Matinal Nestlé Snow Flakes 300g,TRUE
3.59,mercearia,Molho Madeira Predilecta Sachê 340g,TRUE
3.98,mercearia,Biscoito Jasmine Cookies Cacau e Chocolate 150g,TRUE
2.69,mercearia,Ervilha em Conserva Bonduelle 200g,TRUE
2.19,mercearia,Cebolinha Chelli Envelope 5g,TRUE
2.29,mercearia,Páprica Doce Chelli Envelope 15g,TRUE
5.29,mercearia,Chá Matte Leão Natural C/25 saquinhos 40g,TRUE
2.39,mercearia,Pó para Pudim Lowçúcar Zero Leite Condensado 25g,TRUE
12.97,mercearia,Doce de Leite Delakasa Diet 200g,TRUE
9.25,mercearia,Granola Da Magrinha Tradicional 250g,TRUE
7.29,mercearia,Molho Barbecue Hemmer 330g,TRUE
2.15,mercearia,Farinha Trigo Rosesol 1kg,TRUE
3.67,mercearia,"Chocolate Lacta Bis Black 100,8g",TRUE
6.29,mercearia,Feijão Preto Caldo Bom 1kg,TRUE
2.15,mercearia,Açúcar Cristal Colombo 1kg,TRUE
19.87,mercearia,Cápsula de Café Nescafé Dolce Gusto Espresso Intenso 128g C/16,TRUE
4.29,mercearia,Sopa Maggi Cebola 68g,TRUE
2.67,mercearia,Confeito Neugebauer Bib's Ao Leite 40g,TRUE
1.89,mercearia,Pipoca para Microondas Yoki Bacon 100g,TRUE
2.49,mercearia,Milho em Conversa Knorr 170g,TRUE
2.99,mercearia,Mistura para Bolo Dr. Oetker Bolo de Caneca Formigueiro 70g,TRUE
8.49,mercearia,Macarrão Grano Duro Italiano Barilla Cappellini 500g,TRUE
3.49,mercearia,Macarrão Instantâneo Nissin Cup Noodles Galinha Caipira 69g,TRUE
8.97,mercearia,Café Solúvel Nescafe Tradição Vidro 160g,TRUE
15.98,mercearia,Geleia Ritter Diet Amora 260g,TRUE
4.89,mercearia,"Papinha Nestlé Etapa 2 (a partir do 6o mês) Carne, Legumes e Mandioquinha 115g",TRUE
9.48,mercearia,Geleia Vega Amora 420g,TRUE
1.79,mercearia,Salsa Chelli Envelope 5g,TRUE
